,Day,Month,Year,District,Price (billion VND),Area (m2),Property Type,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document,Latitude,Longitude
14960,14,10,2021,cầu giấy,6.7,62.0,nhà riêng,5.0,4.0,12.5,5.0,1.0,Yes,21.0232671,105.7946587
14961,15,10,2021,đống đa,3.5,40.0,nhà riêng,,,,,,Not provided,20.9866488,105.793784
14962,16,10,2021,cầu giấy,8.1,42.0,nhà riêng,7.0,6.0,25.0,5.0,1.0,Yes,21.031792,105.7884835
14963,17,10,2021,hoàn kiếm,5.5,275.0,nhà riêng,5.0,4.0,4.0,4.0,2.0,Yes,21.0246199,105.8621138
14964,16,10,2021,thanh xuân,5.7,65.0,nhà riêng,6.0,5.0,,8.0,,Yes,20.9880064,105.8183255
14965,17,10,2021,thanh xuân,5.5,80.0,nhà riêng,4.0,3.0,3.0,2.0,1.0,Yes,20.9923944,105.813598
14966,17,10,2021,đống đa,12.35,56.0,nhà riêng,,,5.0,,,Yes,21.0150322,105.8316038
14967,18,10,2021,tây hồ,5.2,50.0,nhà riêng,5.0,4.0,60.0,6.0,1.0,Yes,21.0434174,105.8211178
14968,18,10,2021,đống đa,2.28,29.0,nhà riêng,5.0,,3.0,,,Yes,21.0128979,105.8354966
14969,19,10,2021,thanh xuân,9.0,45.0,nhà riêng,7.0,6.0,5.0,6.0,,Yes,20.9959819,105.8097244
14970,20,10,2021,đống đa,16.5,70.0,nhà riêng,5.0,3.0,9.0,4.0,1.0,Yes,21.0180725,105.8299495
14971,20,10,2021,cầu giấy,6.5,48.0,nhà riêng,4.0,4.0,60.0,4.0,1.0,Yes,21.032723,105.7984797
14972,20,10,2021,đống đa,11.75,72.0,nhà riêng,,,5.0,,,Not provided,21.0025625,105.8298223
14973,20,10,2021,cầu giấy,6.3,48.0,nhà riêng,5.0,9.0,40.0,9.0,1.0,Yes,21.0218664,105.7998876
14974,20,10,2021,cầu giấy,18.0,85.0,nhà riêng,,,5.0,,,Yes,21.017578,105.7976787
14975,20,10,2021,tây hồ,4.5,55.0,nhà riêng,4.0,4.0,6.0,4.0,1.0,Yes,21.0641913,105.8097712
14976,20,10,2021,cầu giấy,5.0,55.0,nhà riêng,4.0,5.0,3.0,5.0,1.0,Yes,21.0362368,105.7905825
14977,25,10,2021,đống đa,14.15,72.0,nhà riêng,,,5.0,,,Yes,21.0161795,105.8286026
14978,25,10,2021,cầu giấy,17.0,62.0,nhà riêng,,,7.0,,,Not provided,21.0165579,105.788647
14979,25,10,2021,cầu giấy,5.7,46.0,nhà riêng,5.0,4.0,12.5,4.0,1.0,Yes,21.0460398,105.7932705
14980,25,10,2021,tây hồ,13.0,70.0,nhà riêng,5.0,6.0,8.0,6.0,1.0,Yes,21.0641913,105.8097712
14981,25,10,2021,cầu giấy,10.5,65.0,nhà riêng,,5.0,6.0,,6.0,Yes,21.0437844,105.7993491
14982,28,10,2021,đống đa,6.3,59.0,nhà riêng,4.0,3.0,3.0,4.0,1.0,Yes,21.0161086,105.83795
14983,28,10,2021,tây hồ,14.0,90.0,nhà riêng,6.0,6.0,6.0,6.0,1.0,Yes,21.0811211,105.8180306
14984,25,10,2021,hoàng mai,10.3,73.0,nhà riêng,6.0,5.0,,6.0,1.0,Yes,20.9937815,105.8466875
14985,28,10,2021,ba đình,12.0,55.0,nhà riêng,6.0,5.0,6.0,4.0,1.0,Yes,21.0353698,105.8192143
14986,28,10,2021,long biên,2.85,40.0,nhà riêng,,,,,,Not provided,21.0548635,105.8884966
14987,28,10,2021,thanh xuân,5.7,43.0,nhà riêng,5.0,3.0,4.0,5.0,1.0,Yes,20.9887717,105.8180319
14988,29,10,2021,đống đa,10.15,59.0,nhà riêng,,,5.0,,,Yes,21.0158112,105.8240289
14989,29,10,2021,cầu giấy,7.7,73.0,nhà riêng,4.0,3.0,25.0,3.0,1.0,Yes,21.0370034,105.8017208
14990,29,10,2021,thanh xuân,12.5,73.0,nhà riêng,,,5.0,,,Yes,20.9996153,105.8081224
14991,29,10,2021,hoàng mai,3.55,30.0,nhà riêng,5.0,3.0,,3.0,1.0,Yes,20.977438,105.85079
14992,1,11,2021,cầu giấy,3.3,32.0,nhà riêng,5.0,4.0,3.0,3.0,1.0,Yes,21.0362368,105.7905825
14993,1,11,2021,cầu giấy,2.65,32.0,nhà riêng,5.0,5.0,3.0,3.0,1.0,Yes,21.0362368,105.7905825
14994,2,11,2021,đống đa,13.0,71.0,nhà riêng,,,5.0,,,Yes,21.0252147,105.8272504
14995,2,11,2021,,3.55,33.0,nhà riêng,,,,,,Yes,21.071376,105.7943059
14996,2,11,2021,,3.55,40.0,nhà riêng,,,,,,Yes,21.0653906,105.779434
14997,2,11,2021,tây hồ,3.2,32.0,nhà riêng,5.0,4.0,85.0,3.0,1.0,Yes,21.0641913,105.8097712
14998,3,11,2021,,6.7,50.0,nhà riêng,5.0,4.0,25.0,7.0,1.0,Yes,21.0506535,105.7635999
14999,3,11,2021,đống đa,8.0,37.0,nhà riêng,4.0,3.0,8.0,3.0,1.0,Yes,21.0145487,105.8212321
15000,5,11,2021,tây hồ,10.0,64.0,nhà riêng,5.0,5.0,6.0,5.0,1.0,Yes,21.0615492,105.8240586
15001,5,11,2021,ba đình,5.6,88.0,nhà riêng,3.0,3.0,3.0,3.0,3.0,Yes,21.0353698,105.8192143
15002,5,11,2021,cầu giấy,10.0,88.0,nhà riêng,4.0,6.0,6.0,4.0,1.0,Yes,21.0414696,105.7772481
15003,5,11,2021,tây hồ,8.0,66.0,nhà riêng,4.0,6.0,6.0,4.0,1.0,Yes,21.0641913,105.8097712
15004,6,11,2021,,15.5,100.0,nhà riêng,7.0,30.0,,30.0,1.0,Yes,10.8019128,106.7647475
15005,6,11,2021,đống đa,6.3,45.0,nhà riêng,6.0,4.0,3.0,4.0,1.0,Yes,21.0131659,105.8197605
15006,6,11,2021,đống đa,10.0,62.0,nhà riêng,,,5.0,,,Yes,21.0209958,105.8218678
15007,6,11,2021,cầu giấy,34.5,195.0,nhà riêng,,,,,,Not provided,21.0362368,105.7905825
15008,7,11,2021,,3.4,30.0,nhà riêng,,,,,,Not provided,21.0538868,105.7876175
15009,9,11,2021,hoài đức,0.67,68.0,nhà riêng,3.0,3.0,6.0,4.0,1.0,Yes,21.052957983022637,105.72467460052493
15010,9,11,2021,cầu giấy,4.4,42.0,nhà riêng,5.0,4.0,12.5,4.0,1.0,Yes,21.0310189,105.8005075
15011,9,11,2021,cầu giấy,5.5,46.0,nhà riêng,5.0,4.0,40.0,5.0,1.0,Yes,21.032723,105.7984797
15012,9,11,2021,cầu giấy,6.1,42.0,nhà riêng,5.0,4.0,10.0,4.0,1.0,Yes,21.0511381,105.8079446
15013,9,11,2021,cầu giấy,6.7,57.0,nhà riêng,6.0,8.0,25.0,9.0,1.0,Yes,21.0511381,105.8079446
15014,10,11,2021,cầu giấy,6.9,50.0,nhà riêng,5.0,4.0,25.0,6.0,1.0,Yes,21.032723,105.7984797
15015,10,11,2021,hoàng mai,3.9,45.0,nhà riêng,,,,,,Yes,20.9869442,105.852454
15016,10,11,2021,,3.3,35.0,nhà riêng,,,,,,Yes,21.0626498,105.784193
15017,10,11,2021,cầu giấy,5.5,45.0,nhà riêng,4.0,3.0,10.0,4.0,1.0,Yes,21.0427762,105.8030038
15018,12,11,2021,,10.2,52.0,nhà riêng,4.0,3.0,40.0,4.0,1.0,Yes,21.0538868,105.7876175
15019,12,11,2021,đống đa,19.0,75.0,nhà riêng,,,7.0,,,Yes,21.0189994,105.8212255
15020,12,11,2021,đống đa,0.11,63.0,nhà riêng,,,5.0,,,Yes,21.0164891,105.8227091
15021,12,11,2021,cầu giấy,15.0,75.0,nhà riêng,,,6.0,,,Yes,21.0099881,105.8046452
15022,12,11,2021,hai bà trưng,5.0,45.0,nhà riêng,,,5.0,,1.0,Yes,21.0008143,105.8517814
15023,12,11,2021,đống đa,5.2,48.0,nhà riêng,4.0,3.0,3.0,4.0,1.0,Yes,21.0188359,105.8413875
15024,13,11,2021,,5.5,42.0,nhà riêng,5.0,4.0,60.0,6.0,1.0,Yes,21.071376,105.7943059
15025,13,11,2021,thanh xuân,6.6,66.0,nhà riêng,,,,,,Not provided,21.0008467,105.8138979
15026,13,11,2021,,3.5,40.0,nhà riêng,,,,,,Yes,21.071376,105.7943059
15027,16,11,2021,đống đa,7.2,144.0,nhà riêng,,,,,,Not provided,21.0035852,105.8254522
15028,17,11,2021,đống đa,16.35,71.0,nhà riêng,,,5.0,,,Yes,21.0189994,105.8212255
15029,16,11,2021,thanh xuân,5.2,42.0,nhà riêng,5.0,4.0,3.0,3.0,1.0,Yes,20.9904667,105.8013833
15030,17,11,2021,đống đa,13.55,72.0,nhà riêng,,,5.0,,,Yes,21.0155483,105.8244877
15031,17,11,2021,cầu giấy,7.5,48.0,nhà riêng,5.0,4.0,60.0,6.0,1.0,Yes,21.013585,105.7996357
15032,17,11,2021,đống đa,15.0,67.0,nhà riêng,,,5.0,,,Yes,21.0104484,105.8184403
15033,17,11,2021,cầu giấy,17.8,60.0,nhà riêng,6.0,,9.0,4.0,1.0,Yes,21.013585,105.7996357
15034,17,11,2021,hà đông,3.15,35.0,nhà riêng,5.0,,4.0,,,Yes,20.9646094,105.7781317
15035,17,11,2021,đống đa,13.5,100.0,nhà riêng,,,,,,Not provided,21.0252147,105.8272504
15036,20,11,2021,cầu giấy,15.7,75.0,nhà riêng,7.0,6.0,12.5,6.0,1.0,Yes,21.0285645,105.7995097
15037,20,11,2021,cầu giấy,4.95,40.0,nhà riêng,,,,,,Yes,21.0367702,105.8011445
15038,20,11,2021,cầu giấy,5.5,53.0,nhà riêng,4.0,4.0,12.5,4.0,1.0,Yes,21.0232671,105.7946587
15039,20,11,2021,ba đình,6.9,40.0,nhà riêng,7.0,,,5.0,,Yes,21.0344055,105.8316247
15040,23,11,2021,hà đông,3.7,53.0,nhà riêng,2.0,2.0,2.0,,1.0,Yes,20.972360472408052,105.77714002229004
15041,23,11,2021,cầu giấy,6.5,42.0,nhà riêng,5.0,4.0,17.5,4.0,1.0,Yes,21.0511381,105.8079446
15042,23,11,2021,hai bà trưng,3.4,35.0,nhà riêng,5.0,4.0,2.0,3.0,1.0,Yes,21.003473340727922,105.85134030524902
15043,23,11,2021,hai bà trưng,7.4,50.0,nhà riêng,6.0,5.0,4.0,4.0,1.0,Yes,21.0021784,105.846738
15044,23,11,2021,hai bà trưng,16.0,97.0,nhà riêng,6.0,6.0,9.0,9.0,1.0,Yes,21.0058026,105.8549049
15045,23,11,2021,hai bà trưng,17.5,150.0,nhà riêng,8.0,,,25.0,,Yes,21.002672058717184,105.85376502219849
15046,23,11,2021,thanh xuân,9.2,60.0,nhà riêng,4.0,3.0,,4.0,1.0,Yes,20.9958086,105.7953481
15047,26,11,2021,đống đa,6.0,,nhà riêng,,,,,,Not provided,21.0180725,105.8299495
15048,26,11,2021,cầu giấy,2.85,,nhà riêng,,,,,,Not provided,21.0362368,105.7905825
15049,26,11,2021,hoàng mai,1.68,,nhà riêng,,,,,,Not provided,20.9836984,105.8636257
15050,26,11,2021,hai bà trưng,3.35,,nhà riêng,,,,,,Not provided,21.0090571,105.8607507
15051,26,11,2021,cầu giấy,15.0,61.0,nhà riêng,6.0,5.0,12.5,4.0,1.0,Yes,21.0435412,105.7863629
15052,26,11,2021,hoàng mai,6.5,40.0,nhà riêng,5.0,4.0,6.0,4.0,1.0,Yes,20.983687,105.848156
15053,27,11,2021,đống đa,16.5,60.0,nhà riêng,7.0,,6.0,,,Not provided,21.0239665,105.8307424
15054,29,11,2021,hoàng mai,3.5,,nhà riêng,,,,,,Not provided,20.9836984,105.8636257
15055,29,11,2021,tây hồ,33.0,,nhà riêng,,,,,,Not provided,21.0811211,105.8180306
15056,29,11,2021,tây hồ,3.2,,nhà riêng,,,,,,Not provided,21.0811211,105.8180306
15057,30,11,2021,long biên,8.0,,nhà riêng,,,,,,Not provided,21.0548635,105.8884966
15058,30,11,2021,cầu giấy,6.0,65.0,nhà riêng,4.0,3.0,40.0,4.0,1.0,Yes,21.0414696,105.7772481
15059,30,11,2021,ba đình,51.0,123.8,nhà riêng,3.0,,,,,Yes,21.0419324,105.8472378
15060,30,11,2021,cầu giấy,18.0,80.0,nhà riêng,,,,,,Not provided,21.032723,105.7984797
15061,2,12,2021,cầu giấy,4.9,40.0,nhà riêng,4.0,3.0,40.0,4.0,1.0,Yes,21.0511381,105.8079446
15062,2,12,2021,hoàng mai,3.9,36.0,nhà riêng,5.0,4.0,,6.0,1.0,Yes,20.9673909,105.8221571
15063,2,12,2021,thanh xuân,3.5,33.0,nhà riêng,5.0,4.0,,6.0,1.0,Yes,21.0036206,105.8110679
15064,2,12,2021,cầu giấy,4.3,40.0,nhà riêng,4.0,3.0,40.0,4.0,1.0,Yes,21.0232671,105.7946587
15065,2,12,2021,cầu giấy,12.25,80.0,nhà riêng,4.0,3.0,,4.0,1.0,Yes,21.032723,105.7984797
15066,2,12,2021,thanh xuân,1.8,40.0,nhà riêng,3.0,2.0,,2.0,1.0,Yes,20.9863047,105.8073083
15067,3,12,2021,ba đình,7.5,52.0,nhà riêng,5.0,9.0,25.0,9.0,1.0,Yes,21.020889,105.8158204
15068,3,12,2021,hoàng mai,6.8,56.0,nhà riêng,4.0,3.0,3.0,4.0,1.0,Yes,20.9911093,105.8446343
15069,7,12,2021,cầu giấy,12.0,55.0,nhà riêng,5.0,4.0,,4.0,1.0,Yes,21.0416595,105.7857247
15070,8,12,2021,cầu giấy,8.9,52.0,nhà riêng,5.0,4.0,25.0,6.0,1.0,Yes,21.013585,105.7996357
15071,7,12,2021,hà đông,6.65,50.0,nhà riêng,5.0,4.0,8.0,4.0,1.0,Yes,20.955835,105.7563658
15072,8,12,2021,hà đông,8.9,66.0,nhà riêng,6.0,5.0,12.5,6.0,1.0,Yes,20.9584268,105.7945406
15073,8,12,2021,hà đông,9.69,90.0,nhà riêng,4.0,3.0,9.0,3.0,1.0,Yes,20.9619569,105.7685912
15074,9,12,2021,đống đa,2.85,120.0,nhà riêng,,,,,,Yes,21.0153717,105.8128851
15075,8,12,2021,,3.498,40.0,nhà riêng,3.0,2.0,4.0,2.0,1.0,Yes,21.046723,105.7484312
15076,9,12,2021,cầu giấy,3.4,33.0,nhà riêng,5.0,4.0,40.0,3.0,1.0,Yes,21.0523454,105.7890397
15077,14,12,2021,ba đình,6.5,45.0,nhà riêng,,,,,,Not provided,21.0353362,105.8238927
15078,14,12,2021,ba đình,3.5,72.0,nhà riêng,,,,,,Yes,21.0368557,105.8174315
15079,15,12,2021,cầu giấy,25.0,59.0,nhà riêng,5.0,5.0,,4.0,1.0,Yes,21.0411849,105.7903722
15080,15,12,2021,cầu giấy,22.0,45.0,nhà riêng,,,,,,Yes,21.013585,105.7996357
15081,15,12,2021,cầu giấy,68.0,120.0,nhà riêng,,,,,,Yes,21.0218664,105.7998876
15082,15,12,2021,đống đa,15.0,48.0,nhà riêng,,,,,,Yes,21.0128979,105.8354966
15083,15,12,2021,thanh xuân,53.0,180.0,nhà riêng,,,40.0,,,Yes,20.9935065,105.8317399
15084,15,12,2021,thanh trì,4.3,52.0,nhà riêng,3.0,,3.0,2.0,1.0,Yes,20.9673909,105.8221571
15085,15,12,2021,cầu giấy,7.4,48.0,nhà riêng,5.0,4.0,7.0,6.0,1.0,Yes,21.0414696,105.7772481
15086,16,12,2021,cầu giấy,6.5,50.0,nhà riêng,4.0,3.0,12.5,3.0,1.0,Yes,21.0511381,105.8079446
15087,16,12,2021,hoàng mai,6.3,48.0,nhà riêng,5.0,5.0,5.0,5.0,1.0,Yes,20.9836984,105.8636257
15088,17,12,2021,cầu giấy,7.5,48.0,nhà riêng,4.0,3.0,60.0,3.0,1.0,Yes,21.0460398,105.7932705
15089,18,12,2021,hà đông,3.35,35.0,nhà riêng,4.0,3.0,5.0,3.0,1.0,Yes,20.9584268,105.7945406
15090,18,12,2021,cầu giấy,15.5,62.0,nhà riêng,6.0,5.0,40.0,5.0,1.0,Yes,21.0511381,105.8079446
15091,18,12,2021,cầu giấy,4.7,36.0,nhà riêng,5.0,4.0,25.0,7.0,1.0,Yes,21.032723,105.7984797
15092,20,12,2021,,3.7,33.0,nhà riêng,5.0,4.0,25.0,3.0,1.0,Yes,21.0458268,105.7505429
15093,20,12,2021,,3.55,31.0,nhà riêng,5.0,4.0,,3.0,1.0,Yes,21.0626498,105.784193
15094,21,12,2021,ba đình,5.6,36.0,nhà riêng,,,,,,Yes,21.0378157,105.8282959
15095,20,12,2021,thanh xuân,4.4,32.0,nhà riêng,5.0,4.0,6.0,3.0,1.0,Yes,20.9830938,105.8129692
15096,21,12,2021,cầu giấy,8.9,50.0,nhà riêng,5.0,4.0,40.0,4.0,1.0,Yes,21.0460398,105.7932705
15097,21,12,2021,cầu giấy,4.8,32.0,nhà riêng,5.0,4.0,17.5,3.0,1.0,Yes,21.0427762,105.8030038
15098,21,12,2021,ba đình,2.0,23.0,nhà riêng,,,,,,Yes,21.0419911,105.8205621
15099,21,12,2021,cầu giấy,25.0,55.0,nhà riêng,,,,,,Not provided,21.0411849,105.7903722
15100,22,12,2021,cầu giấy,7.6,52.0,nhà riêng,5.0,8.0,40.0,8.0,1.0,Yes,21.0460398,105.7932705
15101,21,12,2021,hà đông,9.2,60.0,nhà riêng,5.0,4.0,6.0,6.0,1.0,Yes,20.9643055,105.7893978
15102,26,12,2021,cầu giấy,4.75,38.0,nhà riêng,5.0,4.0,3.0,5.0,1.0,Yes,21.0363002,105.789506
15103,26,12,2021,,4.3,35.0,nhà riêng,5.0,4.0,3.0,6.0,1.0,Yes,21.0237785,105.7670494
15104,27,12,2021,,3.87,35.0,nhà riêng,5.0,,3.0,3.0,,Yes,21.0066044,105.7775784
15105,28,12,2021,cầu giấy,3.2,35.0,nhà riêng,4.0,3.0,60.0,4.0,1.0,Yes,21.0460398,105.7932705
15106,28,12,2021,long biên,5.0,77.0,nhà riêng,,1.0,17.5,,1.0,Yes,21.0657028,105.9069534
15107,4,1,2022,hà đông,8.5,50.0,nhà riêng,5.0,4.0,9.0,3.0,1.0,Yes,20.955835,105.7563658
15108,13,1,2022,đống đa,14.6,81.0,nhà riêng,4.0,4.0,10.0,4.0,1.0,Yes,21.0203116,105.8083282
15109,13,1,2022,ba đình,5.8,47.0,nhà riêng,5.0,,3.0,9.0,,Yes,21.0316443,105.8246266
15110,13,1,2022,ba đình,7.5,52.0,nhà riêng,5.0,,3.0,9.0,,Yes,21.0220714,105.815831
15111,14,1,2022,cầu giấy,5.8,42.0,nhà riêng,4.0,4.0,40.0,4.0,1.0,Yes,21.0329143,105.7918851
15112,14,1,2022,đống đa,3.5,36.0,nhà riêng,4.0,3.0,3.0,4.0,,Yes,21.0099705,105.8311716
15113,14,1,2022,ba đình,5.0,51.0,nhà riêng,5.0,4.0,3.0,5.0,1.0,Yes,21.0420623,105.8180709
15114,15,1,2022,hoài đức,3.15,42.0,nhà riêng,4.0,4.0,3.0,4.0,1.0,Yes,21.047973263580644,105.72180276820066
15115,19,1,2022,ba đình,32.0,200.0,nhà riêng,,,6.0,,,Not provided,21.034394,105.8316752
15116,22,1,2022,ba đình,0.6,36.0,nhà riêng,4.0,4.0,6.0,8.0,1.0,Yes,21.0248731,105.8169021
15117,20,1,2022,long biên,4.2,57.0,nhà riêng,,,,,,Not provided,21.0655013,105.8883137
15118,19,1,2022,cầu giấy,5.85,46.0,nhà riêng,6.0,,3.0,10.0,,Yes,21.0379862,105.7737345
15119,22,1,2022,hà đông,12.5,67.0,nhà riêng,5.0,,9.0,,,Yes,20.9654323,105.7894045
15120,24,1,2022,thanh xuân,16.2,112.0,nhà riêng,7.0,,3.0,23.0,,Yes,21.0081496,105.8011438
15121,26,1,2022,cầu giấy,19.6,70.0,nhà riêng,7.0,8.0,40.0,12.0,1.0,Yes,21.0139865,105.7971098
15122,27,1,2022,cầu giấy,7.3,57.0,nhà riêng,5.0,4.0,25.0,6.0,1.0,Yes,21.0232671,105.7946587
15123,27,1,2022,cầu giấy,3.9,36.0,nhà riêng,4.0,3.0,40.0,4.0,1.0,Yes,21.0362368,105.7905825
15124,9,2,2022,tây hồ,6.6,50.0,nhà riêng,6.0,,3.0,5.0,1.0,Yes,21.046133,105.8246266
15125,10,2,2022,cầu giấy,13.1,66.0,nhà riêng,6.0,8.0,6.0,6.0,1.0,Yes,21.0344458,105.797619
15126,11,2,2022,thanh xuân,6.4,48.0,nhà riêng,3.0,,5.0,3.0,1.0,Yes,20.9934824,105.8063835
15127,11,2,2022,cầu giấy,13.0,65.0,nhà riêng,6.0,6.0,6.0,6.0,1.0,Yes,21.0437844,105.7993491
15128,11,2,2022,tây hồ,6.8,50.0,nhà riêng,5.0,6.0,3.0,4.0,1.0,Yes,21.0479899,105.8144873
15129,13,2,2022,thanh xuân,3.6,92.0,nhà riêng,,2.0,,2.0,,Yes,21.0008724,105.8037882
15130,14,2,2022,thường tín,1.414,110.0,nhà riêng,,,2.0,,,Yes,20.862434,105.8674458
15131,14,2,2022,đống đa,6.3,42.0,nhà riêng,5.0,3.0,,4.0,1.0,Yes,21.016815,105.830128
15132,25,2,2022,hai bà trưng,4.2,38.0,nhà riêng,5.0,4.0,4.0,3.0,1.0,Yes,21.0026592,105.8613382
15133,25,2,2022,cầu giấy,6.55,70.0,nhà riêng,5.0,4.0,4.0,6.0,1.0,Yes,21.031792,105.7884835
15134,25,2,2022,đống đa,5.5,38.0,nhà riêng,6.0,5.0,3.0,4.0,1.0,Yes,21.0128979,105.8354966
15135,25,2,2022,hai bà trưng,4.15,38.0,nhà riêng,5.0,3.0,4.0,3.0,1.0,Yes,21.0029863,105.865675
15136,25,2,2022,đống đa,5.7,60.0,nhà riêng,4.0,4.0,3.0,4.0,1.0,Yes,21.0225664,105.8096175
15137,25,2,2022,ba đình,6.5,43.0,nhà riêng,5.0,3.0,5.0,6.0,1.0,Yes,21.0368183,105.8093267
15138,25,2,2022,cầu giấy,20.0,82.0,nhà riêng,5.0,8.0,9.0,6.0,1.0,Yes,21.0435412,105.7863629
15139,26,2,2022,cầu giấy,23.9,91.0,nhà riêng,,,,,,Not provided,21.0395659,105.7740712
15140,25,2,2022,thanh xuân,6.5,46.0,nhà riêng,5.0,,,8.0,,Yes,20.9929685,105.8365897
15141,1,3,2022,đống đa,5.85,50.0,nhà riêng,5.0,,3.0,6.0,,Yes,21.0153717,105.8128851
15142,1,3,2022,thanh xuân,6.35,62.0,nhà riêng,6.0,,3.0,10.0,,Yes,20.9878704,105.8183772
15143,1,3,2022,,7.6,52.0,nhà riêng,4.0,3.0,3.0,5.0,1.0,Yes,21.0538868,105.7876175
15144,1,3,2022,đống đa,7.6,,nhà riêng,4.0,3.0,3.0,3.0,1.0,Yes,21.0138429,105.8068395
15145,1,3,2022,thanh trì,3.9,38.0,nhà riêng,,,,,,Yes,20.94041984560346,105.84926705128171
15146,1,3,2022,cầu giấy,5.7,48.0,nhà riêng,5.0,,3.0,,,Yes,21.0232671,105.7946587
15147,1,3,2022,cầu giấy,9.0,55.0,nhà riêng,,,,,,Not provided,21.0347417,105.7946177
15148,4,3,2022,cầu giấy,4.3,,nhà riêng,,4.0,3.0,5.0,1.0,Yes,21.0232671,105.7946587
15149,1,3,2022,đống đa,7.4,55.0,nhà riêng,7.0,,4.0,,,Yes,21.0220022,105.8040796
15150,4,3,2022,ba đình,16.0,70.0,nhà riêng,5.0,5.0,25.0,5.0,1.0,Yes,21.0392426,105.8066723
15151,4,3,2022,ba đình,12.0,85.0,nhà riêng,4.0,6.0,10.0,4.0,1.0,Yes,21.0405206,105.8510349
15152,4,3,2022,hai bà trưng,4.5,30.0,nhà riêng,3.0,3.0,4.0,3.0,1.0,Yes,21.0034595,105.8477957
15153,4,3,2022,hoàng mai,6.4,55.0,nhà riêng,5.0,5.0,3.0,6.0,1.0,Yes,20.9911093,105.8446343
15154,5,3,2022,đống đa,9.5,50.0,nhà riêng,4.0,4.0,3.0,6.0,1.0,Yes,21.0116412,105.8190848
15155,5,3,2022,ba đình,21.5,96.0,nhà riêng,1.0,,4.0,,,Yes,21.0325939,105.8087418
15156,5,3,2022,cầu giấy,6.2,49.0,nhà riêng,4.0,3.0,3.0,4.0,1.0,Not provided,21.0319529,105.7995321
15157,8,3,2022,đống đa,15.5,140.0,nhà riêng,5.0,,,,6.0,Yes,21.0281946,105.8390746
15158,8,3,2022,tây hồ,6.9,42.0,nhà riêng,,,,,,Yes,21.0615492,105.8240586
15159,8,3,2022,hoàng mai,6.25,63.0,nhà riêng,4.0,,6.0,4.0,,Not provided,20.9690121,105.8415869
15160,9,3,2022,hoàng mai,2.7,30.0,nhà riêng,3.0,2.0,3.0,2.0,1.0,Yes,20.9963826,105.8619728
15161,9,3,2022,,3.5,45.0,nhà riêng,5.0,3.0,3.0,3.0,1.0,Yes,21.0432043,105.761546
15162,10,3,2022,ba đình,7.0,88.0,nhà riêng,4.0,5.0,6.0,4.0,1.0,Yes,21.0419911,105.8205621
15163,9,3,2022,đông anh,1.5,58.0,nhà riêng,1.0,1.0,6.0,1.0,1.0,Yes,21.099548313165766,105.84863546242674
15164,10,3,2022,ba đình,12.0,70.0,nhà riêng,5.0,6.0,6.0,4.0,1.0,Yes,21.0405026,105.8158784
15165,11,3,2022,thanh xuân,5.4,53.0,nhà riêng,3.0,,7.0,,,Yes,20.99671,105.8254293
15166,13,3,2022,thanh xuân,2.9,35.0,nhà riêng,3.0,2.0,3.0,2.0,1.0,Yes,20.9886295,105.8057079
15167,12,3,2022,đống đa,5.28,41.0,nhà riêng,6.0,4.0,2.0,4.0,1.0,Yes,21.0134677,105.8074266
15168,13,3,2022,thanh xuân,2.98,24.0,nhà riêng,3.0,2.0,3.0,2.0,1.0,Yes,20.9952657,105.7967043
15169,13,3,2022,thanh xuân,2.9,28.0,nhà riêng,4.0,3.0,3.0,2.0,1.0,Yes,20.9908323,105.8067491
15170,13,3,2022,thanh xuân,4.48,155.0,nhà riêng,,,10.0,3.0,,Yes,21.0005603,105.8029176
15171,13,3,2022,hai bà trưng,6.9,62.0,nhà riêng,5.0,,3.0,9.0,,Not provided,21.0091003,105.8564284
15172,13,3,2022,hà đông,10.5,83.0,nhà riêng,5.0,,8.0,4.0,,Not provided,20.9724114,105.7615252
15173,13,3,2022,đống đa,4.9,53.0,nhà riêng,,,2.0,,,Yes,21.0138429,105.8068395
15174,15,3,2022,ba đình,5.9,45.0,nhà riêng,,,2.0,9.0,,Yes,21.0316443,105.8246266
15175,15,3,2022,,6.7,41.0,nhà riêng,5.0,5.0,4.0,5.0,1.0,Yes,21.0713471,105.7932944
15176,15,3,2022,,3.0,45.0,nhà riêng,5.0,3.0,3.0,4.0,1.0,Yes,21.0113847,105.7719165
15177,15,3,2022,hoài đức,2.6,45.0,nhà riêng,5.0,,,4.0,,Yes,21.0277644,105.8341598
15178,16,3,2022,hoàng mai,3.5,20.0,nhà riêng,4.0,3.0,3.0,2.0,1.0,Yes,20.9785916,105.8833474
15179,16,3,2022,cầu giấy,6.5,55.0,nhà riêng,5.0,,3.0,,,Yes,21.0362368,105.7905825
15180,16,3,2022,cầu giấy,7.8,67.0,nhà riêng,2.0,,8.0,2.0,,Yes,21.0362368,105.7905825
15181,16,3,2022,thanh xuân,6.2,50.0,nhà riêng,4.0,,7.0,,,Yes,20.9971504,105.8216911
15182,16,3,2022,hoàng mai,6.79,65.0,nhà riêng,,,,,,Yes,20.9848364,105.8598553
15183,20,3,2022,ba đình,3.0,26.0,nhà riêng,3.0,,,3.0,1.0,Yes,21.032162,105.8270073
15184,20,3,2022,,5.6,71.0,nhà riêng,2.0,,3.0,,,Yes,21.0576943,105.7791327
